"Time","Indicator","Age","Place of residence","Sex","Unit","Value"
"2023","Deaths","35","Urban and rural areas","Males","persons","53"
"2023","Deaths","35","Urban and rural areas","Females","persons","23"
"2024","Deaths","35","Urban and rural areas","Males and females","persons","54"
"2024","Deaths","35","Urban and rural areas","Males","persons","44"
"2024","Deaths","35","Urban and rural areas","Females","persons","10"
"2015","Deaths","36","Urban and rural areas","Males and females","persons","88"
"2015","Deaths","36","Urban and rural areas","Males","persons","64"
"2015","Deaths","36","Urban and rural areas","Females","persons","24"
"2016","Deaths","36","Urban and rural areas","Males and females","persons","73"
"2016","Deaths","36","Urban and rural areas","Males","persons","56"
"2016","Deaths","36","Urban and rural areas","Females","persons","17"
"2017","Deaths","36","Urban and rural areas","Males and females","persons","83"
"2017","Deaths","36","Urban and rural areas","Males","persons","61"
"2017","Deaths","36","Urban and rural areas","Females","persons","22"
"2018","Deaths","36","Urban and rural areas","Males and females","persons","62"
"2018","Deaths","36","Urban and rural areas","Males","persons","45"
"2018","Deaths","36","Urban and rural areas","Females","persons","17"
"2019","Deaths","36","Urban and rural areas","Males and females","persons","56"
"2019","Deaths","36","Urban and rural areas","Males","persons","38"
"2019","Deaths","36","Urban and rural areas","Females","persons","18"
"2020","Deaths","36","Urban and rural areas","Males and females","persons","72"
"2020","Deaths","36","Urban and rural areas","Males","persons","52"
"2020","Deaths","36","Urban and rural areas","Females","persons","20"
"2021","Deaths","36","Urban and rural areas","Males and females","persons","71"
"2021","Deaths","36","Urban and rural areas","Males","persons","56"
"2021","Deaths","36","Urban and rural areas","Females","persons","15"
"2022","Deaths","36","Urban and rural areas","Males and females","persons","75"
"2022","Deaths","36","Urban and rural areas","Males","persons","55"
"2022","Deaths","36","Urban and rural areas","Females","persons","20"
"2023","Deaths","36","Urban and rural areas","Males and females","persons","67"
"2023","Deaths","36","Urban and rural areas","Males","persons","51"
"2023","Deaths","36","Urban and rural areas","Females","persons","16"
"2024","Deaths","36","Urban and rural areas","Males and females","persons","71"
"2024","Deaths","36","Urban and rural areas","Males","persons","48"
"2024","Deaths","36","Urban and rural areas","Females","persons","23"
"2015","Deaths","37","Urban and rural areas","Males and females","persons","94"
"2015","Deaths","37","Urban and rural areas","Males","persons","75"
"2015","Deaths","37","Urban and rural areas","Females","persons","19"
"2016","Deaths","37","Urban and rural areas","Males and females","persons","98"
"2016","Deaths","37","Urban and rural areas","Males","persons","77"
"2016","Deaths","37","Urban and rural areas","Females","persons","21"
"2017","Deaths","37","Urban and rural areas","Males and females","persons","72"
"2017","Deaths","37","Urban and rural areas","Males","persons","49"
"2017","Deaths","37","Urban and rural areas","Females","persons","23"
"2018","Deaths","37","Urban and rural areas","Males and females","persons","98"
"2018","Deaths","37","Urban and rural areas","Males","persons","78"
"2018","Deaths","37","Urban and rural areas","Females","persons","20"
"2019","Deaths","37","Urban and rural areas","Males and females","persons","58"
"2019","Deaths","37","Urban and rural areas","Males","persons","46"
"2019","Deaths","37","Urban and rural areas","Females","persons","12"
"2020","Deaths","37","Urban and rural areas","Males and females","persons","71"
"2020","Deaths","37","Urban and rural areas","Males","persons","61"
"2020","Deaths","37","Urban and rural areas","Females","persons","10"
"2021","Deaths","37","Urban and rural areas","Males and females","persons","105"
"2021","Deaths","37","Urban and rural areas","Males","persons","61"
"2021","Deaths","37","Urban and rural areas","Females","persons","44"
"2022","Deaths","37","Urban and rural areas","Males and females","persons","69"
"2022","Deaths","37","Urban and rural areas","Males","persons","52"
"2022","Deaths","37","Urban and rural areas","Females","persons","17"
"2023","Deaths","37","Urban and rural areas","Males and females","persons","76"
"2023","Deaths","37","Urban and rural areas","Males","persons","52"
"2023","Deaths","37","Urban and rural areas","Females","persons","24"
"2024","Deaths","37","Urban and rural areas","Males and females","persons","63"
"2024","Deaths","37","Urban and rural areas","Males","persons","46"
"2024","Deaths","37","Urban and rural areas","Females","persons","17"
"2015","Deaths","38","Urban and rural areas","Males and females","persons","109"
"2015","Deaths","38","Urban and rural areas","Males","persons","82"
"2015","Deaths","38","Urban and rural areas","Females","persons","27"
"2016","Deaths","38","Urban and rural areas","Males and females","persons","112"
"2016","Deaths","38","Urban and rural areas","Males","persons","93"
"2016","Deaths","38","Urban and rural areas","Females","persons","19"
"2017","Deaths","38","Urban and rural areas","Males and females","persons","91"
"2017","Deaths","38","Urban and rural areas","Males","persons","67"
"2017","Deaths","38","Urban and rural areas","Females","persons","24"
"2018","Deaths","38","Urban and rural areas","Males and females","persons","85"
"2018","Deaths","38","Urban and rural areas","Males","persons","70"
"2018","Deaths","38","Urban and rural areas","Females","persons","15"
"2019","Deaths","38","Urban and rural areas","Males and females","persons","80"
"2019","Deaths","38","Urban and rural areas","Males","persons","61"
"2019","Deaths","38","Urban and rural areas","Females","persons","19"
"2020","Deaths","38","Urban and rural areas","Males and females","persons","91"
"2020","Deaths","38","Urban and rural areas","Males","persons","73"
"2020","Deaths","38","Urban and rural areas","Females","persons","18"
"2021","Deaths","38","Urban and rural areas","Males and females","persons","86"
"2021","Deaths","38","Urban and rural areas","Males","persons","68"
"2021","Deaths","38","Urban and rural areas","Females","persons","18"
"2022","Deaths","38","Urban and rural areas","Males and females","persons","85"
"2022","Deaths","38","Urban and rural areas","Males","persons","66"
"2022","Deaths","38","Urban and rural areas","Females","persons","19"
"2023","Deaths","38","Urban and rural areas","Males and females","persons","82"
"2023","Deaths","38","Urban and rural areas","Males","persons","57"
"2023","Deaths","38","Urban and rural areas","Females","persons","25"
"2024","Deaths","38","Urban and rural areas","Males and females","persons","80"
"2024","Deaths","38","Urban and rural areas","Males","persons","59"
"2024","Deaths","38","Urban and rural areas","Females","persons","21"
"2015","Deaths","39","Urban and rural areas","Males and females","persons","133"
"2015","Deaths","39","Urban and rural areas","Males","persons","106"
"2015","Deaths","39","Urban and rural areas","Females","persons","27"
"2016","Deaths","39","Urban and rural areas","Males and females","persons","112"
"2016","Deaths","39","Urban and rural areas","Males","persons","84"
"2016","Deaths","39","Urban and rural areas","Females","persons","28"
"2017","Deaths","39","Urban and rural areas","Males and females","persons","90"
"2017","Deaths","39","Urban and rural areas","Males","persons","63"
"2017","Deaths","39","Urban and rural areas","Females","persons","27"
"2018","Deaths","39","Urban and rural areas","Males and females","persons","96"
"2018","Deaths","39","Urban and rural areas","Males","persons","72"
"2018","Deaths","39","Urban and rural areas","Females","persons","24"
"2019","Deaths","39","Urban and rural areas","Males and females","persons","96"
"2019","Deaths","39","Urban and rural areas","Males","persons","76"
"2019","Deaths","39","Urban and rural areas","Females","persons","20"
"2020","Deaths","39","Urban and rural areas","Males and females","persons","100"
"2020","Deaths","39","Urban and rural areas","Males","persons","74"
"2020","Deaths","39","Urban and rural areas","Females","persons","26"
"2021","Deaths","39","Urban and rural areas","Males and females","persons","79"
"2021","Deaths","39","Urban and rural areas","Males","persons","61"
"2021","Deaths","39","Urban and rural areas","Females","persons","18"
"2022","Deaths","39","Urban and rural areas","Males and females","persons","86"
"2022","Deaths","39","Urban and rural areas","Males","persons","67"
"2022","Deaths","39","Urban and rural areas","Females","persons","19"
"2023","Deaths","39","Urban and rural areas","Males and females","persons","104"
"2023","Deaths","39","Urban and rural areas","Males","persons","75"
"2023","Deaths","39","Urban and rural areas","Females","persons","29"
"2024","Deaths","39","Urban and rural areas","Males and females","persons","81"
"2024","Deaths","39","Urban and rural areas","Males","persons","66"
"2024","Deaths","39","Urban and rural areas","Females","persons","15"
"2015","Deaths","40","Urban and rural areas","Males and females","persons","117"
"2015","Deaths","40","Urban and rural areas","Males","persons","84"
"2015","Deaths","40","Urban and rural areas","Females","persons","33"
"2016","Deaths","40","Urban and rural areas","Males and females","persons","124"
"2016","Deaths","40","Urban and rural areas","Males","persons","93"
"2016","Deaths","40","Urban and rural areas","Females","persons","31"
"2017","Deaths","40","Urban and rural areas","Males and females","persons","100"
"2017","Deaths","40","Urban and rural areas","Males","persons","79"
"2017","Deaths","40","Urban and rural areas","Females","persons","21"
"2018","Deaths","40","Urban and rural areas","Males and females","persons","103"
"2018","Deaths","40","Urban and rural areas","Males","persons","80"
"2018","Deaths","40","Urban and rural areas","Females","persons","23"
"2019","Deaths","40","Urban and rural areas","Males and females","persons","81"
"2019","Deaths","40","Urban and rural areas","Males","persons","64"
"2019","Deaths","40","Urban and rural areas","Females","persons","17"
"2020","Deaths","40","Urban and rural areas","Males and females","persons","100"
"2020","Deaths","40","Urban and rural areas","Males","persons","77"
"2020","Deaths","40","Urban and rural areas","Females","persons","23"
"2021","Deaths","40","Urban and rural areas","Males and females","persons","104"
"2021","Deaths","40","Urban and rural areas","Males","persons","84"
"2021","Deaths","40","Urban and rural areas","Females","persons","20"
"2022","Deaths","40","Urban and rural areas","Males and females","persons","92"
"2022","Deaths","40","Urban and rural areas","Males","persons","70"
"2022","Deaths","40","Urban and rural areas","Females","persons","22"
"2023","Deaths","40","Urban and rural areas","Males and females","persons","86"
"2023","Deaths","40","Urban and rural areas","Males","persons","62"
"2023","Deaths","40","Urban and rural areas","Females","persons","24"
"2024","Deaths","40","Urban and rural areas","Males and females","persons","96"
"2024","Deaths","40","Urban and rural areas","Males","persons","72"
"2024","Deaths","40","Urban and rural areas","Females","persons","24"
"2015","Deaths","41","Urban and rural areas","Males and females","persons","124"
"2015","Deaths","41","Urban and rural areas","Males","persons","95"
"2015","Deaths","41","Urban and rural areas","Females","persons","29"
"2016","Deaths","41","Urban and rural areas","Males and females","persons","126"
"2016","Deaths","41","Urban and rural areas","Males","persons","105"
"2016","Deaths","41","Urban and rural areas","Females","persons","21"
"2017","Deaths","41","Urban and rural areas","Males and females","persons","128"
"2017","Deaths","41","Urban and rural areas","Males","persons","97"
"2017","Deaths","41","Urban and rural areas","Females","persons","31"
"2018","Deaths","41","Urban and rural areas","Males and females","persons","91"
"2018","Deaths","41","Urban and rural areas","Males","persons","70"
"2018","Deaths","41","Urban and rural areas","Females","persons","21"
"2019","Deaths","41","Urban and rural areas","Males and females","persons","118"
"2019","Deaths","41","Urban and rural areas","Males","persons","93"
"2019","Deaths","41","Urban and rural areas","Females","persons","25"
"2020","Deaths","41","Urban and rural areas","Males and females","persons","103"
"2020","Deaths","41","Urban and rural areas","Males","persons","79"
"2020","Deaths","41","Urban and rural areas","Females","persons","24"
"2021","Deaths","41","Urban and rural areas","Males and females","persons","131"
"2021","Deaths","41","Urban and rural areas","Males","persons","87"
"2021","Deaths","41","Urban and rural areas","Females","persons","44"
"2022","Deaths","41","Urban and rural areas","Males and females","persons","107"
"2022","Deaths","41","Urban and rural areas","Males","persons","73"
"2022","Deaths","41","Urban and rural areas","Females","persons","34"
"2023","Deaths","41","Urban and rural areas","Males and females","persons","76"
"2023","Deaths","41","Urban and rural areas","Males","persons","53"
"2023","Deaths","41","Urban and rural areas","Females","persons","23"
"2024","Deaths","41","Urban and rural areas","Males and females","persons","91"
"2024","Deaths","41","Urban and rural areas","Males","persons","67"
"2024","Deaths","41","Urban and rural areas","Females","persons","24"
"2015","Deaths","42","Urban and rural areas","Males and females","persons","169"
"2015","Deaths","42","Urban and rural areas","Males","persons","119"
"2015","Deaths","42","Urban and rural areas","Females","persons","50"
"2016","Deaths","42","Urban and rural areas","Males and females","persons","154"
"2016","Deaths","42","Urban and rural areas","Males","persons","122"
"2016","Deaths","42","Urban and rural areas","Females","persons","32"
"2017","Deaths","42","Urban and rural areas","Males and females","persons","130"
"2017","Deaths","42","Urban and rural areas","Males","persons","99"
"2017","Deaths","42","Urban and rural areas","Females","persons","31"
"2018","Deaths","42","Urban and rural areas","Males and females","persons","106"
"2018","Deaths","42","Urban and rural areas","Males","persons","76"
"2018","Deaths","42","Urban and rural areas","Females","persons","30"
"2019","Deaths","42","Urban and rural areas","Males and females","persons","104"
"2019","Deaths","42","Urban and rural areas","Males","persons","75"
"2019","Deaths","42","Urban and rural areas","Females","persons","29"
"2020","Deaths","42","Urban and rural areas","Males and females","persons","119"
"2020","Deaths","42","Urban and rural areas","Males","persons","90"
"2020","Deaths","42","Urban and rural areas","Females","persons","29"
"2021","Deaths","42","Urban and rural areas","Males and females","persons","136"
"2021","Deaths","42","Urban and rural areas","Males","persons","99"
"2021","Deaths","42","Urban and rural areas","Females","persons","37"
"2022","Deaths","42","Urban and rural areas","Males and females","persons","99"
"2022","Deaths","42","Urban and rural areas","Males","persons","72"
"2022","Deaths","42","Urban and rural areas","Females","persons","27"
"2023","Deaths","42","Urban and rural areas","Males and females","persons","96"
"2023","Deaths","42","Urban and rural areas","Males","persons","73"
"2023","Deaths","42","Urban and rural areas","Females","persons","23"
"2024","Deaths","42","Urban and rural areas","Males and females","persons","94"
"2024","Deaths","42","Urban and rural areas","Males","persons","65"
"2024","Deaths","42","Urban and rural areas","Females","persons","29"
"2015","Deaths","43","Urban and rural areas","Males and females","persons","155"
"2015","Deaths","43","Urban and rural areas","Males","persons","115"
"2015","Deaths","43","Urban and rural areas","Females","persons","40"
"2016","Deaths","43","Urban and rural areas","Males and females","persons","168"
"2016","Deaths","43","Urban and rural areas","Males","persons","125"
"2016","Deaths","43","Urban and rural areas","Females","persons","43"
"2017","Deaths","43","Urban and rural areas","Males and females","persons","139"
"2017","Deaths","43","Urban and rural areas","Males","persons","100"
"2017","Deaths","43","Urban and rural areas","Females","persons","39"
"2018","Deaths","43","Urban and rural areas","Males and females","persons","125"
"2018","Deaths","43","Urban and rural areas","Males","persons","86"
"2018","Deaths","43","Urban and rural areas","Females","persons","39"
"2019","Deaths","43","Urban and rural areas","Males and females","persons","105"
"2019","Deaths","43","Urban and rural areas","Males","persons","79"
"2019","Deaths","43","Urban and rural areas","Females","persons","26"
"2020","Deaths","43","Urban and rural areas","Males and females","persons","126"
"2020","Deaths","43","Urban and rural areas","Males","persons","96"
"2020","Deaths","43","Urban and rural areas","Females","persons","30"
"2021","Deaths","43","Urban and rural areas","Males and females","persons","125"
"2021","Deaths","43","Urban and rural areas","Males","persons","95"
"2021","Deaths","43","Urban and rural areas","Females","persons","30"
"2022","Deaths","43","Urban and rural areas","Males and females","persons","109"
"2022","Deaths","43","Urban and rural areas","Males","persons","86"
"2022","Deaths","43","Urban and rural areas","Females","persons","23"
"2023","Deaths","43","Urban and rural areas","Males and females","persons","127"
"2023","Deaths","43","Urban and rural areas","Males","persons","94"
"2023","Deaths","43","Urban and rural areas","Females","persons","33"
"2024","Deaths","43","Urban and rural areas","Males and females","persons","100"
"2024","Deaths","43","Urban and rural areas","Males","persons","69"
"2024","Deaths","43","Urban and rural areas","Females","persons","31"
"2015","Deaths","44","Urban and rural areas","Males and females","persons","182"
"2015","Deaths","44","Urban and rural areas","Males","persons","125"
"2015","Deaths","44","Urban and rural areas","Females","persons","57"
"2016","Deaths","44","Urban and rural areas","Males and females","persons","167"
"2016","Deaths","44","Urban and rural areas","Males","persons","139"
"2016","Deaths","44","Urban and rural areas","Females","persons","28"
"2017","Deaths","44","Urban and rural areas","Males and females","persons","158"
"2017","Deaths","44","Urban and rural areas","Males","persons","117"
"2017","Deaths","44","Urban and rural areas","Females","persons","41"
"2018","Deaths","44","Urban and rural areas","Males and females","persons","162"
"2018","Deaths","44","Urban and rural areas","Males","persons","113"
"2018","Deaths","44","Urban and rural areas","Females","persons","49"
"2019","Deaths","44","Urban and rural areas","Males and females","persons","120"
"2019","Deaths","44","Urban and rural areas","Males","persons","81"
"2019","Deaths","44","Urban and rural areas","Females","persons","39"
"2020","Deaths","44","Urban and rural areas","Males and females","persons","151"
"2020","Deaths","44","Urban and rural areas","Males","persons","119"
"2020","Deaths","44","Urban and rural areas","Females","persons","32"
"2021","Deaths","44","Urban and rural areas","Males and females","persons","170"
"2021","Deaths","44","Urban and rural areas","Males","persons","110"
"2021","Deaths","44","Urban and rural areas","Females","persons","60"
"2022","Deaths","44","Urban and rural areas","Males and females","persons","122"
"2022","Deaths","44","Urban and rural areas","Males","persons","83"
"2022","Deaths","44","Urban and rural areas","Females","persons","39"
"2023","Deaths","44","Urban and rural areas","Males and females","persons","134"
"2023","Deaths","44","Urban and rural areas","Males","persons","102"
"2023","Deaths","44","Urban and rural areas","Females","persons","32"
"2024","Deaths","44","Urban and rural areas","Males and females","persons","132"
"2024","Deaths","44","Urban and rural areas","Males","persons","95"
"2024","Deaths","44","Urban and rural areas","Females","persons","37"
"2015","Deaths","45","Urban and rural areas","Males and females","persons","205"
"2015","Deaths","45","Urban and rural areas","Males","persons","153"
"2015","Deaths","45","Urban and rural areas","Females","persons","52"
"2016","Deaths","45","Urban and rural areas","Males and females","persons","193"
"2016","Deaths","45","Urban and rural areas","Males","persons","141"
"2016","Deaths","45","Urban and rural areas","Females","persons","52"
"2017","Deaths","45","Urban and rural areas","Males and females","persons","192"
"2017","Deaths","45","Urban and rural areas","Males","persons","129"
"2017","Deaths","45","Urban and rural areas","Females","persons","63"
"2018","Deaths","45","Urban and rural areas","Males and females","persons","153"
"2018","Deaths","45","Urban and rural areas","Males","persons","119"
"2018","Deaths","45","Urban and rural areas","Females","persons","34"
"2019","Deaths","45","Urban and rural areas","Males and females","persons","123"
"2019","Deaths","45","Urban and rural areas","Males","persons","91"
"2019","Deaths","45","Urban and rural areas","Females","persons","32"
"2020","Deaths","45","Urban and rural areas","Males and females","persons","152"
"2020","Deaths","45","Urban and rural areas","Males","persons","117"
"2020","Deaths","45","Urban and rural areas","Females","persons","35"
"2021","Deaths","45","Urban and rural areas","Males and females","persons","184"
"2021","Deaths","45","Urban and rural areas","Males","persons","134"
"2021","Deaths","45","Urban and rural areas","Females","persons","50"
"2022","Deaths","45","Urban and rural areas","Males and females","persons","135"
"2022","Deaths","45","Urban and rural areas","Males","persons","101"
"2022","Deaths","45","Urban and rural areas","Females","persons","34"
"2023","Deaths","45","Urban and rural areas","Males and females","persons","140"
"2023","Deaths","45","Urban and rural areas","Males","persons","108"
"2023","Deaths","45","Urban and rural areas","Females","persons","32"
"2024","Deaths","45","Urban and rural areas","Males and females","persons","133"
"2024","Deaths","45","Urban and rural areas","Males","persons","103"
"2024","Deaths","45","Urban and rural areas","Females","persons","30"
"2015","Deaths","46","Urban and rural areas","Males and females","persons","209"
"2015","Deaths","46","Urban and rural areas","Males","persons","155"
"2015","Deaths","46","Urban and rural areas","Females","persons","54"
"2016","Deaths","46","Urban and rural areas","Males and females","persons","182"
"2016","Deaths","46","Urban and rural areas","Males","persons","130"
"2016","Deaths","46","Urban and rural areas","Females","persons","52"
"2017","Deaths","46","Urban and rural areas","Males and females","persons","206"
"2017","Deaths","46","Urban and rural areas","Males","persons","153"
"2017","Deaths","46","Urban and rural areas","Females","persons","53"
"2018","Deaths","46","Urban and rural areas","Males and females","persons","165"
"2018","Deaths","46","Urban and rural areas","Males","persons","131"
"2018","Deaths","46","Urban and rural areas","Females","persons","34"
"2019","Deaths","46","Urban and rural areas","Males and females","persons","185"
"2019","Deaths","46","Urban and rural areas","Males","persons","139"
"2019","Deaths","46","Urban and rural areas","Females","persons","46"
"2020","Deaths","46","Urban and rural areas","Males and females","persons","200"
"2020","Deaths","46","Urban and rural areas","Males","persons","135"
"2020","Deaths","46","Urban and rural areas","Females","persons","65"
"2021","Deaths","46","Urban and rural areas","Males and females","persons","186"
"2021","Deaths","46","Urban and rural areas","Males","persons","135"
"2021","Deaths","46","Urban and rural areas","Females","persons","51"
"2022","Deaths","46","Urban and rural areas","Males and females","persons","158"
"2022","Deaths","46","Urban and rural areas","Males","persons","116"
"2022","Deaths","46","Urban and rural areas","Females","persons","42"
"2023","Deaths","46","Urban and rural areas","Males and females","persons","138"
"2023","Deaths","46","Urban and rural areas","Males","persons","98"
"2023","Deaths","46","Urban and rural areas","Females","persons","40"
"2024","Deaths","46","Urban and rural areas","Males and females","persons","139"
"2024","Deaths","46","Urban and rural areas","Males","persons","99"
"2024","Deaths","46","Urban and rural areas","Females","persons","40"
"2015","Deaths","47","Urban and rural areas","Males and females","persons","218"
"2015","Deaths","47","Urban and rural areas","Males","persons","155"
"2015","Deaths","47","Urban and rural areas","Females","persons","63"
"2016","Deaths","47","Urban and rural areas","Males and females","persons","267"
"2016","Deaths","47","Urban and rural areas","Males","persons","196"
"2016","Deaths","47","Urban and rural areas","Females","persons","71"
"2017","Deaths","47","Urban and rural areas","Males and females","persons","189"
"2017","Deaths","47","Urban and rural areas","Males","persons","126"
"2017","Deaths","47","Urban and rural areas","Females","persons","63"
"2018","Deaths","47","Urban and rural areas","Males and females","persons","192"
"2018","Deaths","47","Urban and rural areas","Males","persons","136"
"2018","Deaths","47","Urban and rural areas","Females","persons","56"
"2019","Deaths","47","Urban and rural areas","Males and females","persons","179"
"2019","Deaths","47","Urban and rural areas","Males","persons","124"
"2019","Deaths","47","Urban and rural areas","Females","persons","55"
"2020","Deaths","47","Urban and rural areas","Males and females","persons","234"
"2020","Deaths","47","Urban and rural areas","Males","persons","173"
"2020","Deaths","47","Urban and rural areas","Females","persons","61"
"2021","Deaths","47","Urban and rural areas","Males and females","persons","213"
"2021","Deaths","47","Urban and rural areas","Males","persons","152"
"2021","Deaths","47","Urban and rural areas","Females","persons","61"
"2022","Deaths","47","Urban and rural areas","Males and females","persons","198"
"2022","Deaths","47","Urban and rural areas","Males","persons","143"
"2022","Deaths","47","Urban and rural areas","Females","persons","55"
"2023","Deaths","47","Urban and rural areas","Males and females","persons","173"
"2023","Deaths","47","Urban and rural areas","Males","persons","117"
"2023","Deaths","47","Urban and rural areas","Females","persons","56"
"2024","Deaths","47","Urban and rural areas","Males and females","persons","159"
"2024","Deaths","47","Urban and rural areas","Males","persons","114"
"2024","Deaths","47","Urban and rural areas","Females","persons","45"
"2015","Deaths","48","Urban and rural areas","Males and females","persons","244"
"2015","Deaths","48","Urban and rural areas","Males","persons","178"
"2015","Deaths","48","Urban and rural areas","Females","persons","66"
"2016","Deaths","48","Urban and rural areas","Males and females","persons","256"
"2016","Deaths","48","Urban and rural areas","Males","persons","191"
"2016","Deaths","48","Urban and rural areas","Females","persons","65"
"2017","Deaths","48","Urban and rural areas","Males and females","persons","212"
"2017","Deaths","48","Urban and rural areas","Males","persons","159"
"2017","Deaths","48","Urban and rural areas","Females","persons","53"
"2018","Deaths","48","Urban and rural areas","Males and females","persons","200"
"2018","Deaths","48","Urban and rural areas","Males","persons","142"
"2018","Deaths","48","Urban and rural areas","Females","persons","58"
"2019","Deaths","48","Urban and rural areas","Males and females","persons","198"
"2019","Deaths","48","Urban and rural areas","Males","persons","136"
"2019","Deaths","48","Urban and rural areas","Females","persons","62"
"2020","Deaths","48","Urban and rural areas","Males and females","persons","226"
"2020","Deaths","48","Urban and rural areas","Males","persons","160"
"2020","Deaths","48","Urban and rural areas","Females","persons","66"
"2021","Deaths","48","Urban and rural areas","Males and females","persons","221"
"2021","Deaths","48","Urban and rural areas","Males","persons","163"
"2021","Deaths","48","Urban and rural areas","Females","persons","58"
"2022","Deaths","48","Urban and rural areas","Males and females","persons","217"
"2022","Deaths","48","Urban and rural areas","Males","persons","142"
"2022","Deaths","48","Urban and rural areas","Females","persons","75"
"2023","Deaths","48","Urban and rural areas","Males and females","persons","185"
"2023","Deaths","48","Urban and rural areas","Males","persons","136"
"2023","Deaths","48","Urban and rural areas","Females","persons","49"
"2024","Deaths","48","Urban and rural areas","Males and females","persons","197"
"2024","Deaths","48","Urban and rural areas","Males","persons","146"
"2024","Deaths","48","Urban and rural areas","Females","persons","51"
"2015","Deaths","49","Urban and rural areas","Males and females","persons","262"
"2015","Deaths","49","Urban and rural areas","Males","persons","198"
"2015","Deaths","49","Urban and rural areas","Females","persons","64"
"2016","Deaths","49","Urban and rural areas","Males and females","persons","264"
"2016","Deaths","49","Urban and rural areas","Males","persons","199"
"2016","Deaths","49","Urban and rural areas","Females","persons","65"
"2017","Deaths","49","Urban and rural areas","Males and females","persons","204"
"2017","Deaths","49","Urban and rural areas","Males","persons","150"
"2017","Deaths","49","Urban and rural areas","Females","persons","54"
"2018","Deaths","49","Urban and rural areas","Males and females","persons","208"
"2018","Deaths","49","Urban and rural areas","Males","persons","157"
"2018","Deaths","49","Urban and rural areas","Females","persons","51"
"2019","Deaths","49","Urban and rural areas","Males and females","persons","224"
"2019","Deaths","49","Urban and rural areas","Males","persons","166"
"2019","Deaths","49","Urban and rural areas","Females","persons","58"
"2020","Deaths","49","Urban and rural areas","Males and females","persons","269"
"2020","Deaths","49","Urban and rural areas","Males","persons","199"
"2020","Deaths","49","Urban and rural areas","Females","persons","70"
"2021","Deaths","49","Urban and rural areas","Males and females","persons","318"
"2021","Deaths","49","Urban and rural areas","Males","persons","234"
"2021","Deaths","49","Urban and rural areas","Females","persons","84"
"2022","Deaths","49","Urban and rural areas","Males and females","persons","217"
"2022","Deaths","49","Urban and rural areas","Males","persons","143"
"2022","Deaths","49","Urban and rural areas","Females","persons","74"
"2023","Deaths","49","Urban and rural areas","Males and females","persons","190"
"2023","Deaths","49","Urban and rural areas","Males","persons","148"
"2023","Deaths","49","Urban and rural areas","Females","persons","42"
"2024","Deaths","49","Urban and rural areas","Males and females","persons","208"
"2024","Deaths","49","Urban and rural areas","Males","persons","144"
"2024","Deaths","49","Urban and rural areas","Females","persons","64"
"2015","Deaths","50","Urban and rural areas","Males and females","persons","303"
"2015","Deaths","50","Urban and rural areas","Males","persons","225"
"2015","Deaths","50","Urban and rural areas","Females","persons","78"
"2016","Deaths","50","Urban and rural areas","Males and females","persons","255"
"2016","Deaths","50","Urban and rural areas","Males","persons","186"
"2016","Deaths","50","Urban and rural areas","Females","persons","69"
"2017","Deaths","50","Urban and rural areas","Males and females","persons","269"
"2017","Deaths","50","Urban and rural areas","Males","persons","189"
"2017","Deaths","50","Urban and rural areas","Females","persons","80"
"2018","Deaths","50","Urban and rural areas","Males and females","persons","248"
"2018","Deaths","50","Urban and rural areas","Males","persons","170"
"2018","Deaths","50","Urban and rural areas","Females","persons","78"
"2019","Deaths","50","Urban and rural areas","Males and females","persons","178"
"2019","Deaths","50","Urban and rural areas","Males","persons","122"
"2019","Deaths","50","Urban and rural areas","Females","persons","56"
"2020","Deaths","50","Urban and rural areas","Males and females","persons","268"
"2020","Deaths","50","Urban and rural areas","Males","persons","192"
"2020","Deaths","50","Urban and rural areas","Females","persons","76"
"2021","Deaths","50","Urban and rural areas","Males and females","persons","306"
"2021","Deaths","50","Urban and rural areas","Males","persons","215"
"2021","Deaths","50","Urban and rural areas","Females","persons","91"
"2022","Deaths","50","Urban and rural areas","Males and females","persons","251"
"2022","Deaths","50","Urban and rural areas","Males","persons","157"
"2022","Deaths","50","Urban and rural areas","Females","persons","94"
"2023","Deaths","50","Urban and rural areas","Males and females","persons","217"
"2023","Deaths","50","Urban and rural areas","Males","persons","162"
"2023","Deaths","50","Urban and rural areas","Females","persons","55"
"2024","Deaths","50","Urban and rural areas","Males and females","persons","204"
"2024","Deaths","50","Urban and rural areas","Males","persons","147"
"2024","Deaths","50","Urban and rural areas","Females","persons","57"
"2015","Deaths","51","Urban and rural areas","Males and females","persons","300"
"2015","Deaths","51","Urban and rural areas","Males","persons","212"
"2015","Deaths","51","Urban and rural areas","Females","persons","88"
"2016","Deaths","51","Urban and rural areas","Males and females","persons","279"
"2016","Deaths","51","Urban and rural areas","Males","persons","211"
"2016","Deaths","51","Urban and rural areas","Females","persons","68"
"2017","Deaths","51","Urban and rural areas","Males and females","persons","239"
"2017","Deaths","51","Urban and rural areas","Males","persons","164"
"2017","Deaths","51","Urban and rural areas","Females","persons","75"
"2018","Deaths","51","Urban and rural areas","Males and females","persons","264"
"2018","Deaths","51","Urban and rural areas","Males","persons","189"
"2018","Deaths","51","Urban and rural areas","Females","persons","75"
"2019","Deaths","51","Urban and rural areas","Males and females","persons","266"
"2019","Deaths","51","Urban and rural areas","Males","persons","192"
"2019","Deaths","51","Urban and rural areas","Females","persons","74"
